Tracker Distance,Very Active Distance,Moderately Active Distance,Light Active Distance,Very Active Minutes,Fairly Active Minutes,Lightly Active Minutes,Sedentary Minutes,Steps,Burned Calories 
4.829999924,2.390000105,0.349999994,2.089999914,32,6,303,1099,6643,3008
11.05000019,1.539999962,6.480000019,3.019999981,24,143,176,713,16520,1760
8.319999695,3.130000114,0.569999993,4.570000172,36,12,166,1226,10930,2786
8.18999958,0.07,4.21999979,3.890000105,1,91,214,1134,10499,3093
4.769999981,0,0,4.769999981,0,0,250,1190,6117,2810
6.079999924,3.599999905,0.379999995,2.099999905,86,16,140,728,8135,3405
8.390000343,1.5,1.200000048,5.679999828,26,29,247,812,12848,2116
9.140000343,5.980000019,0.829999983,2.319999933,200,37,159,525,12231,4552
5.25,0,0,5.230000019,0,0,373,843,7937,2130
9.039999962,2.809999943,0.870000005,5.360000134,41,21,262,732,14371,1949
7.230000019,0.409999996,1.919999957,4.909999847,6,47,300,680,10780,2324
4.820000172,0.550000012,0.75,3.5,8,12,308,1112,7289,1997
3.950000048,1.149999976,0.910000026,1.889999986,16,18,185,1221,6076,1617
5.550000191,0,0,5.539999962,0,0,227,1213,8538,1562
8.479999542,5.619999886,0.430000007,2.410000086,50,9,133,781,11177,1570
8.010000229,3.329999924,0.219999999,4.460000038,44,8,217,1171,11369,2470
11.82999992,3.900000095,3,4.920000076,46,67,258,1069,15168,3513
4.150000095,0,0,0,0,0,0,1440,5319,2693
8.149999619,1.350000024,0.460000008,6.28000021,18,11,224,1187,10733,2832
3.910000086,0,0.330000013,3.579999924,0,7,196,1237,5014,2650
0.01,0,0,0.01,0,0,1,1439,8,1349
7.179999828,1.870000005,0.670000017,4.639999866,24,17,295,1104,10227,2498
5.059999943,0.209999993,0.400000006,4.449999809,6,9,253,609,6580,3073
9.909999847,3.789999962,2.119999886,5.050000191,48,31,284,1077,14816,2832
12.01000023,6.900000095,0.819999993,4.289999962,137,16,145,677,15148,4236
3.730000019,0,0,3.730000019,0,0,236,1204,4933,2044
8.350000381,2.789999962,0.860000014,4.699999809,55,20,253,1112,11895,2609
10.10999966,4.28000021,1.659999967,4.179999828,69,28,249,756,15482,2284
0,0,0,0,0,0,0,1440,0,2060
10.64000034,7.639999866,0.449999988,2.539999962,87,13,145,797,14365,2997
4.809999943,0.629999995,0.170000002,4.010000229,63,4,142,802,6064,3491
6.880000114,0.109999999,0.330000013,6.440000057,1,9,339,589,10210,2302
5.159999847,0.560000002,1.679999948,2.920000076,9,27,206,781,7804,1946
7.440000057,2.230000019,0.439999998,4.78000021,82,8,169,763,9388,3787
7.070000172,2.670000076,1.980000019,2.410000086,41,40,124,691,10414,1501
6.21999979,4.119999886,0.340000004,1.75999999,87,16,113,773,8330,3192
12.21000004,6.400000095,0.409999996,5.409999847,78,11,243,1108,18134,2159
6.28000021,2.140000105,1.25999999,2.829999924,29,34,209,726,9762,1745
7.869999886,0.150000006,1.279999971,6.429999828,2,28,317,1093,10085,3164
6.75,1.850000024,1.529999971,3.380000114,23,26,208,761,10080,2048
3.910000086,0,0,3.910000086,0,0,299,717,5908,1850
9.479999542,4.5,0.379999995,5.409999847,53,8,355,1024,14172,2937
9.18999958,2.150000095,1.870000005,5.170000076,30,34,327,1049,13744,2763
4.409999847,2.410000086,0.039999999,1.960000038,29,1,180,839,6326,2291
2.74000001,0.059999999,0.200000003,2.470000029,1,5,191,692,4081,1880
4.420000076,0,0.25999999,4.139999866,0,7,260,1173,6559,1905
4.710000038,1.610000014,0.079999998,3.019999981,20,2,149,1269,6708,1995
0,0,0,0,0,0,0,1440,0,1688
0,0,0,0,0,0,0,1440,0,1841
7.829999924,0.200000003,4.349999905,3.279999971,2,98,164,845,11658,1554
0.779999971,0,0,0.779999971,0,0,84,506,1202,1463
6.340000153,1.340000033,0.349999994,4.650000095,19,8,211,838,9819,1775
6.699999809,0.02,2.74000001,3.940000057,1,48,206,705,10129,2010
7.150000095,2.460000038,0.870000005,3.819999933,36,22,203,1179,11100,1819
0,0,0,0,0,0,0,1440,0,1980
4.179999828,0,0,4.179999828,0,0,249,1191,6198,1852
3.450000048,0,0,3.450000048,0,0,199,1241,4562,2560
8.56000042,5.880000114,0.930000007,1.75,49,20,172,1199,11268,2218
8.430000305,1.75999999,0.129999995,6.5,22,3,258,1157,11101,2860
7.630000114,3.710000038,0.75,3.170000076,49,13,165,727,11393,1999
8.279999733,3.109999895,2.50999999,2.670000076,29,55,168,676,11677,1590
7.889999866,1.00999999,0.680000007,6.199999809,12,15,241,579,10255,2926
1.129999995,0,0,1.129999995,0,0,112,900,1758,2067
2.430000067,0,0,2.430000067,0,0,206,622,3727,1683
2.930000067,0,0,2.930000067,0,0,233,594,4729,1506
3.700000048,1.929999948,0.319999993,1.450000048,41,16,79,1304,4950,2643
2.670000076,0,0,2.670000076,0,0,231,717,3974,2194
5.019999981,1.49000001,0.370000005,3.160000086,20,10,206,1204,7443,1878
3.25999999,0,0,3.25999999,0,0,248,1192,4929,1860
8.050000191,1.059999943,0.920000017,6.070000172,12,19,267,692,9930,3165
2.769999981,0,0,2.769999981,0,0,224,651,4249,1698
7.429999828,3.25,1.169999957,3.00999999,99,51,141,692,9841,3580
5.590000153,2.99000001,0.059999999,2.539999962,27,1,131,1281,7135,2408
4.96999979,0.49000001,1.039999962,3.440000057,7,18,196,1219,7399,1739
6.409999847,1.279999971,0.670000017,4.440000057,16,16,236,728,9117,1853
4.949999809,0.49000001,0.449999988,4,24,36,182,1198,7881,2616
9.520000458,2.789999962,0.930000007,5.800000191,35,21,251,632,12375,3162
4.170000076,0,0,4.159999847,0,0,227,1213,5510,2613
0,0,0,0,0,0,0,966,0,1383
2.599999905,0.589999974,0.059999999,1.950000048,8,1,94,1337,3580,2497
1.389999986,0,0,1.389999986,0,0,121,895,2064,1954
0,0,0,0,0,0,0,1440,0,1688
2.779999971,0,0,2.779999971,0,0,164,1276,4212,1763
4.679999828,3,0.059999999,1.620000005,46,1,190,1203,6873,1898
5.190000057,1.070000052,1.669999957,2.450000048,15,33,121,1271,7132,2806
4.829999924,0,0,4.829999924,0,0,350,711,7198,2496
8.25,4.519999981,0.150000006,3.569999933,97,8,212,580,11045,3795
5.659999847,0,0,5.650000095,0,0,395,1045,8563,2173
2.369999886,0,0,2.369999886,0,0,188,687,3821,1444
5.239999771,0.07,0.280000001,4.889999866,1,6,311,1122,7762,1890
6.900000095,2.579999924,0.419999987,3.900000095,36,7,254,680,10433,2012
5.28000021,0,0,5.28000021,0,0,343,1040,6987,2275
2.450000048,0.360000014,0.209999993,1.879999995,5,6,123,1306,3634,1613
5.349999905,0.589999974,0.25,4.510000229,18,10,340,993,8095,2225
4.889999866,0,0,4.880000114,0,0,295,991,6724,2987
9.399999619,6.079999924,0.280000001,3.039999962,60,7,184,1189,12209,2809
0,0,0,0,0,0,0,1440,0,1347
1.5,0,0.400000006,1.100000024,0,9,88,1292,2163,2383
12.39999962,9.670000076,0.389999986,2.349999905,90,9,153,1188,15447,3062
4.75,0,0.119999997,4.610000134,0,5,370,1065,7063,1910
0.810000002,0,0,0.810000002,0,0,52,1388,1201,1426
8.5,1.879999995,0.550000012,6.059999943,25,13,328,728,13162,1985
8.210000038,1.389999986,0.100000001,6.670000076,19,3,229,1189,10818,2817
5.710000038,1.210000038,0.360000014,4.139999866,24,24,223,627,7638,3152
0.159999996,0,0,0.159999996,0,0,12,1428,244,1721
4.329999924,1.799999952,0.5,2.019999981,66,35,238,1019,6543,2666
6.639999866,0.569999993,0.920000017,5.150000095,8,21,288,649,9899,2236
6.179999828,1.360000014,0.300000012,4.510000229,19,6,206,758,9469,2463
0.680000007,0,0,0.680000007,0,0,51,941,980,2221
0.029999999,0,0,0.029999999,0,0,2,1438,44,1351
0.519999981,0,0,0.519999981,0,0,58,380,768,1212
4.619999886,0,0,4.590000153,0,0,305,1135,6116,2806
2.230000019,0,0,2.220000029,0,0,152,1288,3427,1427
2.559999943,0.379999995,0.270000011,1.889999986,5,4,58,343,3789,1199
3.00999999,0.310000002,1.059999943,1.350000024,4,22,105,1309,3864,2536
8.430000305,2.619999886,1.679999948,4.039999962,38,42,196,916,11728,3429
5.699999809,0,0,5.690000057,0,0,448,992,8482,2063
5.440000057,1.110000014,1.870000005,2.460000038,17,36,154,1233,8367,1670
1.350000024,0.209999993,0.360000014,0.769999981,36,18,87,1299,1882,2951
1.809999943,0,0,1.809999943,0,0,162,712,2915,1399
6.119999886,1.820000052,0.039999999,4.25,23,1,137,770,8064,1849
9.819999695,6.460000038,0.430000007,2.930000067,60,10,183,1187,12422,2852
13.68999958,9.239999771,0.800000012,3.640000105,111,21,195,1113,18827,3213
3.599999905,0,0,3.599999905,0,0,229,764,5439,1854
2.200000048,0,0,2.200000048,0,0,196,787,3276,2113
4.809999943,0,0,4.800000191,0,0,258,1182,6361,2701
3.329999924,0.839999974,0.090000004,2.380000114,15,3,274,1148,4880,1867
7.730000019,0,4.130000114,3.589999914,0,86,208,703,11550,1574
0,0,0,0,0,0,0,1440,0,1688
0,0,0,0,0,0,0,1440,0,2063
0.25,0,0,0.25,0,0,32,986,356,2151
1.429999948,0,0,1.429999948,0,0,95,1345,1969,1988
28.03000069,21.92000008,4.190000057,1.909999967,186,63,171,1020,36019,2690
0,0,0,0,0,0,0,1440,0,1980
6.610000134,0,0,0,0,0,0,1440,8469,2894
1.870000005,1.00999999,0.029999999,0.829999983,14,1,70,1355,2704,2411
3.539999962,0,0,3.539999962,0,0,266,641,5275,2281
5.519999981,0.400000006,1.610000014,3.50999999,6,38,196,695,8221,2092
5.940000057,1.139999986,0.790000021,4,31,12,225,1172,7851,3171
9,2.029999971,4,2.970000029,31,83,153,663,13459,1625
6.809999943,2.289999962,1.600000024,2.920000076,33,35,246,730,10602,1820
8.31000042,5.28000021,0.119999997,2.900000095,45,12,135,843,10988,2655
2.349999905,0,0,0,0,0,0,1440,3008,2439
6.760000229,2.74000001,0.850000024,3.160000086,57,36,152,761,10288,2754
2.460000038,0,0,2.460000038,0,0,153,603,3672,1792
3.160000086,0,0,3.160000086,0,0,226,647,4832,1718
3.980000019,0.850000024,0.649999976,2.470000029,38,32,181,759,5325,3088
1.899999976,0,0,1.899999976,0,0,141,1299,2916,1435
8.739999771,3.99000001,0.460000008,4.28000021,72,14,250,1104,12183,2752
4.329999924,0,0,4.329999924,0,0,300,1140,6424,1903
8.289999962,6.260000229,0.150000006,1.879999995,60,3,117,1260,10520,2655
5.400000095,0,0,5.389999866,0,0,350,1090,7142,2905
8.680000305,3.900000095,1.179999948,3.650000095,43,21,231,607,12342,2105
25.29000092,13.23999977,1.210000038,10.71000004,94,29,429,888,29326,4547
8.340000153,3.309999943,0.769999981,4.260000229,42,14,227,1157,11875,2390
5.559999943,0,0,5.559999943,0,0,420,1020,8278,2015
8.739999771,2.369999886,0.07,6.269999981,113,8,218,1101,12986,3802
7.150000095,1.059999943,0.5,5.579999924,16,12,243,815,11181,1837
0,0,0,0,0,0,0,1440,0,2064
7.800000191,0.25,3.730000019,3.819999933,4,95,214,605,11663,1584
7.269999981,0.680000007,1.809999943,4.78000021,11,43,269,1011,10999,2198
6.730000019,0,0,6.730000019,0,0,397,525,8915,2361
0,0,0,0,0,0,0,1440,0,1688
0.519999981,0,0,0.519999981,0,0,60,1053,838,1214
1.480000019,0,0,1.480000019,0,0,120,1320,2237,1589
7.800000191,2.789999962,1.639999986,3.359999895,54,48,161,810,11584,2862
2.309999943,0,0,2.309999943,0,0,135,1305,3292,1848
5.880000114,1.409999967,0.100000001,4.360000134,11,2,322,1105,8199,1964
8.600000381,4.610000134,0.560000002,4.480000019,56,22,261,1101,12862,2742
5.269999981,3.480000019,0.870000005,0.730000019,42,30,47,1321,7091,2584
1.409999967,0.129999995,0.239999995,1.049999952,2,5,49,551,1967,1032
9.649999619,6.170000076,0.310000002,3.170000076,58,8,159,1215,12315,2794
7.400000095,0,0,7.400000095,0,0,487,479,9799,2636
12.22000027,1.200000048,5.119999886,5.880000114,15,95,281,542,15050,3538
20.64999962,13.06999969,0.439999998,7.099999905,93,8,235,1104,23629,3808
1.840000033,0,0,1.830000043,0,0,140,1300,2826,1402
2.680000067,0,0,0.899999976,0,0,65,1375,3430,2505
8.029999733,1.940000057,0.310000002,5.78000021,27,9,282,1122,11034,2525
7.110000134,0.819999993,0.479999989,5.809999943,12,15,369,645,10762,2254
7.190000057,0.479999989,1.210000038,5.5,21,40,281,1098,10245,2611
8.529999733,3.539999962,1.159999967,3.789999962,48,28,189,782,13154,1898
7.380000114,1.820000052,1.49000001,4.070000172,22,30,191,890,9105,3013
1.549999952,0,0,1.549999952,0,0,150,1290,2390,1404
18.97999954,10.55000019,0.589999974,7.75,68,13,298,1061,21129,3793
11.89999962,8.390000343,0.930000007,2.589999914,87,22,165,1166,15484,3023
1.350000024,0,0,1.350000024,0,0,72,1341,1664,2241
5.099999905,0,0,5.090000153,0,0,324,1116,6744,2843
5.909999847,0.980000019,0.930000007,4,14,15,331,1080,8940,2116
5.679999828,0.330000013,1.080000043,4.260000229,5,20,248,1167,8452,1830
2.599999905,0,0,2.599999905,0,0,141,758,3403,1879
2.289999962,0.059999999,0.419999987,1.809999943,1,10,127,1302,3404,1610
6.579999924,3.529999971,0.319999993,2.730000019,44,8,203,574,10060,1740
10.03999996,4.329999924,1.289999962,5.480000019,53,23,317,1047,15010,2933
17.54000092,9.449999809,2.769999981,5.329999924,120,56,260,508,22770,4022
0.25999999,0.039999999,0.050000001,0.159999996,3,8,19,1410,400,1799
0,0,0,0,0,0,0,1440,0,1980
2.420000076,0.230000004,0.200000003,1.99000001,3,5,152,1280,3588,1654
7.409999847,2.150000095,0.620000005,4.619999886,17,7,202,1214,10536,1604
0,0,0,0,0,0,0,1440,0,1688
3.980000019,0,0,3.869999886,0,0,206,774,5546,2926
4.900000095,0,0.25,4.650000095,0,8,308,733,7303,2423
0,0,0,0,0,0,0,48,0,57
3.910000086,2.950000048,0.200000003,0.75999999,28,4,39,839,4998,1505
8.340000153,5.630000114,0.180000007,2.529999971,55,6,145,829,11107,2693
1.529999971,0,0,1.529999971,0,0,153,749,2467,1370
3.460000038,1.929999948,0.99000001,0.540000021,29,16,33,1362,5234,1705
7.130000114,5.599999905,0.189999998,1.340000033,41,4,82,1313,8905,1976
6.019999981,0.25999999,1.820000052,3.940000057,4,31,324,1081,9108,2131
9.579999924,3.549999952,0.379999995,5.639999866,108,18,216,1098,15337,3566
7.159999847,5.429999828,0.140000001,1.590000033,40,2,154,1244,9033,2044
11.77999973,7.650000095,2.150000095,1.980000019,210,65,141,425,15764,4392
20.39999962,12.22000027,0.340000004,7.820000172,85,7,312,1036,23186,3921
10.67000008,3.339999914,1.929999948,5.400000095,48,63,276,1053,15112,2897
3.390000105,2.519999981,0.810000002,0.059999999,36,18,9,1377,4732,2225
0,0,0,0,0,0,0,1440,0,2063
5.900000095,0.680000007,0.180000007,5.03000021,8,3,249,1180,7802,2771
3.700000048,0.870000005,0.860000014,1.970000029,14,24,105,863,5162,2507
10.21000004,3.470000029,1.75,4.989999771,62,34,275,626,15448,2361
1.700000048,0,0.25999999,1.450000048,0,7,75,585,2573,1541
3.75999999,0,0,3.75999999,0,0,266,1174,5583,1851
7.440000057,0.660000026,2.75,4,8,95,282,1055,9837,3327
2.359999895,0,0,2.359999895,0,0,139,1301,3570,1645
7.730000019,0.370000005,0.389999986,6.980000019,7,12,272,853,10055,3069
7.829999924,1.370000005,0.689999998,5.769999981,20,16,249,704,10181,3015
6.960000038,0.99000001,1.159999967,4.809999943,14,22,305,591,10524,2066
9.989999771,5.309999943,1.440000057,3.24000001,194,72,178,499,13368,4546
9.710000038,4.480000019,1.019999981,5.360000134,58,31,330,1021,14510,2976
0,0,0,0,0,0,0,1440,0,1347
1.429999948,0,0,1.419999957,0,0,118,1322,2193,1368
0,0,0,0,0,0,0,1440,0,2063
7.019999981,0.589999974,0.579999983,5.849999905,8,13,313,1106,10429,2282
0,0,0,0,0,0,0,1440,0,1688
4.070000172,0,0,4.070000172,0,0,345,530,6564,1658
11,9.100000381,0.689999998,1.210000038,90,15,90,1245,13953,2859
3.099999905,0,0,3.099999905,0,0,203,1155,4631,2076
6.679999828,1.960000038,0.479999989,4.239999771,28,12,205,818,10544,1786
6.809999943,3.480000019,0.660000026,2.660000086,66,26,139,737,10052,2754
4.059999943,1.029999971,1.519999981,1.49000001,15,22,127,1276,6175,1554
2.559999943,0,0,2.539999962,0,0,215,756,3809,2150
5.449999809,0.790000021,0.860000014,3.789999962,11,16,206,678,8247,1944
5.260000229,0,0,5.239999771,0,0,376,1064,7711,1985
3.940000057,0,0,3.940000057,0,0,310,714,6157,2780
10.65999985,6.639999866,1.279999971,2.730000019,184,56,158,472,14269,4274
5.53000021,0,0,5.53000021,0,0,318,517,7328,2250
0,0,0,0,0,0,0,1440,0,1841
0.01,0,0,0.01,0,0,1,1439,9,1843
7.579999924,1.860000014,0.400000006,5.320000172,26,9,295,623,11423,2194
0,0,0,0,0,0,0,1440,0,1497
6.630000114,0.99000001,0.340000004,5.269999981,16,8,371,1045,9715,2093
6.820000172,0.129999995,1.070000052,5.619999886,10,35,219,945,8863,2998
0,0,0,0,0,0,0,1440,0,2063
5.670000076,2.039999962,1.110000014,2.529999971,30,21,139,864,8585,2395
4.210000038,0,0,4.179999828,0,0,287,1153,5565,2743
5.840000153,0.330000013,0.180000007,5.329999924,4,4,192,676,7359,3061
7.760000229,2.369999886,0.930000007,4.460000038,40,18,238,750,11886,2093
6.710000038,3.170000076,1.220000029,2.309999943,61,51,114,1136,9827,2743
6.050000191,0.430000007,2.029999971,3.589999914,12,41,283,1062,9148,2223
1.450000048,0,0,1.450000048,0,0,108,1332,2091,2383
0,0,0,0,0,0,0,1440,0,2063
2.339999914,0,0,2.339999914,0,0,121,780,2946,2660
9.68999958,0,0,1.179999948,0,0,70,1370,12427,3266
9.079999924,3.019999981,1.679999948,4.460000038,35,31,282,637,13239,2194
1.789999962,0.349999994,1.129999995,0.310000002,5,24,19,1392,2497,2067
0.079999998,0,0,0.029999999,0,0,3,1437,108,2011
4.75,2.210000038,0.189999998,2.349999905,27,4,200,667,6910,2336
4.079999924,0,0,4.059999943,0,0,242,712,6093,1397
3.099999905,0,0,3.099999905,0,0,238,663,4993,1521
0.469999999,0,0,0.469999999,0,0,55,734,678,2220
6.099999905,4.170000076,0.629999995,1.309999943,35,11,96,1298,8053,1935
8.680000305,0,0,8.680000305,0,0,512,468,11495,2651
2.619999886,1.159999967,0.300000012,1.159999967,16,8,94,1322,3790,2505
1.039999962,0,0,1.039999962,0,0,79,834,1619,1962
2.160000086,0,0,2.160000086,0,0,164,704,3490,1401
5.760000229,0,0,5.760000229,0,0,362,711,7623,2305
5.539999962,0.119999997,0.180000007,5.239999771,2,5,309,1124,8242,1882
5.559999943,0,0,5.550000191,0,0,373,1067,8275,1962
0.839999974,0,0,0.839999974,0,0,67,836,1251,1593
0,0,0,0,0,0,0,711,0,665
9.319999695,4.179999828,1.149999976,3.99000001,58,25,224,1133,13272,2544
4.710000038,0,0,4.710000038,0,0,352,492,7604,1692
14.38000011,9.890000343,1.25999999,3.230000019,107,38,178,576,17298,3934
1.789999962,0,0,1.789999962,0,0,128,830,2661,1125
6.730000019,0,0,6.730000019,0,0,299,837,8758,3066
9.5,4.409999847,0.75999999,5.309999943,53,17,304,1066,14194,2812
10.23999977,4.099999905,1.75999999,4.369999886,64,50,261,1065,15299,2889
12.85000038,7.510000229,0.920000017,4.420000076,90,18,161,593,16208,3763
0.170000002,0,0,0.170000002,0,0,17,1423,244,2111
4.460000038,0,0,4.460000038,0,0,258,1182,5896,2703
6.46999979,0.579999983,1.070000052,4.829999924,8,26,287,669,9648,2235
0,0,0,0,0,0,0,111,0,120
7.420000076,0,0,7.420000076,0,0,419,1021,11085,2667
0,0,0,0,0,0,0,1440,0,1688
3.50999999,0,0,3.50999999,0,0,245,1195,5205,1801
4.329999924,0,0,4.329999924,0,0,255,1185,5731,2687
6.659999847,2.630000114,1.019999981,3.00999999,35,18,158,1229,8538,2883
4.5,0,0,4.5,0,0,328,745,6815,1947
8.069999695,2.299999952,0.899999976,4.849999905,30,15,258,685,12390,2730
6.460000038,0.150000006,2.049999952,4.269999981,2,44,206,1188,8286,2889
3.380000114,0,0,3.380000114,0,0,197,125,4477,1248
0.850000024,0,0,0.850000024,0,0,51,1389,1170,1886
7.480000019,2.950000048,0.340000004,4.960000038,34,6,304,1096,11179,2668
0.02,0,0,0.02,0,0,3,1363,29,1464
7.170000076,0.050000001,0.050000001,7.010000229,106,1,281,1052,13422,3934
9.029999733,0.239999995,1.25,7.539999962,3,24,335,556,11140,3328
5.320000172,0,0,5.320000172,0,0,331,1109,7910,1893
18.11000061,11.02000046,0.689999998,6.340000153,73,19,225,1123,19948,3679
7.840000153,0.529999971,0.790000021,6.53000021,8,18,256,858,10201,2954
3.460000038,0,0,3.460000038,0,0,252,1188,5232,1842
0,0,0,0,0,0,0,1440,0,1348
13.23999977,4.199999809,2,7.039999962,58,41,347,484,20031,2571
1.029999971,0,0,1.029999971,0,0,76,1364,1532,1473
4.260000229,1.289999962,0.540000021,2.400000095,16,14,136,1257,6260,1854
6.199999809,0,0,6.199999809,0,0,402,413,8206,2409
0,0,0,0,0,0,0,1440,0,1841
3.269999981,0.200000003,0.119999997,2.940000057,3,5,173,1225,4556,2785
15.73999977,11.01000023,0.01,4.690000057,64,1,227,1148,16674,3455
2.00999999,0,0.280000001,1.74000001,0,10,139,744,3147,2188
0.620000005,0,0,0.620000005,0,0,45,1395,924,1410
8.409999847,5.269999981,0.150000006,2.970000029,59,6,153,745,11317,2772
0,0,0,0,0,0,0,1440,0,1841
6.710000038,2.029999971,2.130000114,2.549999952,31,46,153,754,10035,1495
4.789999962,0,0,4.789999962,0,0,239,1201,6339,2682
6.130000114,0.200000003,0.74000001,5.179999828,3,18,311,574,9129,2232
5.590000153,1.549999952,0.25,3.779999971,74,5,166,831,7045,3644
4.440000057,1.49000001,0.310000002,2.650000095,24,7,199,709,6722,1855
0,0,0,0,0,0,0,1440,0,1980
11.36999989,2.779999971,1.450000048,7.150000095,32,35,360,591,16901,2629
5.800000191,0,0,5.769999981,0,0,363,1077,7671,2952
5.400000095,0,0,5.389999866,0,0,321,1119,7142,2839
4.949999809,1.360000014,1.409999967,2.180000067,20,23,206,1191,7365,1780
0.419999987,0,0,0.409999996,0,0,21,721,590,1120
3.799999952,0,0,3.799999952,0,0,228,752,5664,1985
4.849999905,0,0.49000001,4.340000153,0,11,283,1146,7192,1922
0.850000024,0,0,0.850000024,0,0,80,1360,1321,1928
9.109999657,4.260000229,1.710000038,3.119999886,67,50,171,743,13566,2960
6.110000134,2.25,1,2.859999895,34,22,232,622,9105,2499
0,0,0,0,0,0,0,1440,0,1981
5.880000114,0,0,5.849999905,0,0,263,718,7213,2947
0,0,0,0,0,0,0,1440,0,2060
26.71999931,21.65999985,0.079999998,4.929999828,124,4,223,1089,27745,4398
9.369999886,0,0,0,0,0,0,1440,12015,3212
3.619999886,0.649999976,0.270000011,2.690000057,8,6,102,433,4561,1976
2.25999999,0,0,2.25999999,0,0,156,1279,2997,1902
1.769999981,0,0,1.75999999,0,0,105,1335,2672,1632
5.130000114,0,0,5.110000134,0,0,268,1172,6781,2725
17.64999962,13.39999962,0.589999974,3.660000086,125,14,228,1073,22026,3589
6.380000114,1.059999943,0.409999996,4.900000095,23,9,227,724,9769,1996
4.590000153,0.330000013,0.360000014,3.910000086,10,20,301,749,7174,2896
6.849999905,2.420000076,0.790000021,3.299999952,62,30,200,823,9172,3329
3.190000057,0.519999981,0.540000021,2.130000114,6,12,81,1341,4363,2463
3.480000019,0,0,3.470000029,0,0,247,1193,5161,1821
6.659999847,2.24000001,0.75999999,3.670000076,32,16,237,731,10081,2002
11.39999962,3.869999886,0.660000026,6.880000114,28,29,331,1052,15112,2782
0,0,0,0,0,0,0,1440,0,2017
3.49000001,0,0,3.49000001,0,0,176,1264,5370,1463
3.769999981,0,0,3.769999981,0,0,288,521,5771,1831
7.119999886,0.409999996,1.330000043,5.389999866,6,20,291,1123,10140,2296
0,0,0,0,0,0,0,1440,0,1841
4.300000191,0.899999976,0.49000001,2.910000086,11,10,139,711,5417,2884
7.909999847,5.429999828,0.150000006,2.329999924,41,5,157,1237,10204,2112
9.380000114,6.119999886,0.569999993,2.690000057,66,12,148,1214,12465,2765
0,0,0,0,0,0,0,1440,0,1688
0,0,0,0,0,0,0,1440,0,1557
2.539999962,0,0,2.539999962,0,0,176,527,3844,1725
7.579999924,2.130000114,0.889999986,4.559999943,59,22,251,667,11611,2272
3.289999962,0,0,3.289999962,0,0,204,1236,4878,1742
0,0,0,0,0,0,0,1440,0,1629
9.420000076,7.019999981,0.639999986,1.75999999,108,23,111,733,12574,3501
7.090000153,1.769999981,1.549999952,3.769999981,30,33,240,659,10725,2086
3.140000105,0,0,3.130000114,0,0,226,1106,4676,2196
8.329999924,2.789999962,0.639999986,4.909999847,46,15,270,709,12764,2169
1.690000057,0,0,1.690000057,0,0,93,599,2132,2572
3.720000029,0,0,3.720000029,0,0,304,981,5992,1604
3.309999943,0,0,3.309999943,0,0,233,546,4935,1945
7.28000021,1.00999999,0.330000013,5.940000057,13,8,359,552,10817,2367
6.519999981,2.890000105,1.389999986,2.230000019,57,40,128,757,9572,2735
11.35999966,9.090000153,0.419999987,1.850000024,96,10,115,1219,14810,2926
4.900000095,0,0,4.900000095,0,0,335,1105,7275,2003
8.159999847,2.710000038,0.409999996,5.039999962,36,10,221,773,12669,1863
14.11999989,11.64000034,0.389999986,2.099999905,116,8,123,1193,18060,3186
0,0,0,0,0,0,0,1440,0,2060
6.789999962,0.889999986,0.159999996,5.739999771,66,3,214,764,8567,3783
7.110000134,0,0,7.110000134,0,0,458,417,9411,2576
3.619999886,0.560000002,0.209999993,2.839999914,31,26,155,744,5813,2516
7.630000114,1.379999995,0.629999995,5.599999905,25,16,270,781,11682,2105
10.10000038,0.930000007,0.939999998,8.229999542,16,22,424,978,15090,2939
3.680000067,0,0,3.680000067,0,0,217,837,5563,1756
3.039999962,0,0.479999989,2.559999943,0,12,217,1211,4597,1814
10.11999989,1.090000033,0.769999981,8.260000229,16,16,401,1007,15128,2836
7.389999866,4.860000134,0.720000029,1.820000052,114,32,130,623,9893,3625
5.329999924,0.189999998,1.049999952,4.079999924,3,28,279,586,7937,2158
4.25,0.74000001,1.120000005,2.390000105,11,18,220,1191,6435,1889
1.789999962,0,0.200000003,1.600000024,0,5,115,1320,2759,1401
4.550000191,0,0,4.550000191,0,0,148,1292,7007,1411
17.19000053,12.53999996,0.629999995,4.019999981,125,14,223,741,22359,3554
3.769999981,0,0,3.769999981,0,0,286,586,6088,1593
2.039999962,0,0,2.039999962,0,0,145,1295,2945,2499
7.71999979,3.450000048,0.529999971,3.74000001,46,11,206,835,12022,1819
10.35999966,5.300000191,0.879999995,4.179999828,120,19,154,737,13070,4092
2.299999952,0,0,2.299999952,0,0,147,1293,3409,1632
6.320000172,1.960000038,0.889999986,3.460000038,27,14,312,1087,9557,2098
11.10999966,9.359999657,0.270000011,1.49000001,96,6,83,1255,14549,2867
4.46999979,0,0,4.369999886,0,0,160,1280,5974,2306
5.610000134,0.779999971,0.800000012,4.03000021,13,23,311,1093,8314,1971
9.100000381,3.559999943,0.400000006,5.139999866,27,8,239,1017,11009,3274
0,0,0,0,0,0,0,1440,0,1841
3.019999981,0.059999999,0.810000002,2.150000095,1,19,176,709,4500,1886
0,0,0,0,0,0,0,1440,0,1819
2.480000019,0,0,2.480000019,0,0,202,1238,3755,1722
0,0,0,0,0,0,0,1440,0,2063
7.769999981,0.140000001,2.299999952,5.329999924,2,51,256,1131,10694,3199
